sku,qty,price,special_price,group_price:Qartapanner 5,group_price:Qartapanner 10,group_price:Qartapanner 15,group_price:Qartapanner 20,group_price:Qartapanner 25,group_price:Qartapanner 30
3380814205714,0,9300,9300,8850,8400,7950,7450,,
3380814205813,0,9300,9300,8850,8400,7950,7450,,
3380814216215,0,9300,9300,8850,8400,7950,7450,,
1202624020016,0,3500,3500,3350,3150,3150,3150,,
1202624630017,0,3500,3500,3350,3150,3150,3150,,
1202624360013,0,3500,3500,3350,3150,3150,3150,,
4019674514283,0,2950,2950,2850,2700,2700,2700,,
4019674514276,0,2950,2950,2850,2700,2700,2700,,
4019674060605,0,9900,9900,9450,8950,8950,8950,,
4019674605639,0,12100,12100,11500,10900,10900,10900,,
4019674032053,0,2100,2100,2000,1900,1900,1900,,
4019674306109,0,2100,2100,2000,1900,1900,1900,,
4019674030806,0,2100,2100,2000,1900,1900,1900,,
4019674489307,0,10600,10600,10100,9550,9550,9550,,
4045915211208,0,3400,3400,3250,3100,3100,3100,,
4045915259286,0,6900,6900,6600,6250,6250,6250,,
3052503412900,0,4500,4500,4300,4050,4050,4050,,
3052503410609,0,4500,4500,4300,4050,4050,4050,,
3052503715612,0,4700,4700,4500,4250,4250,4250,,
3052503745824,0,6700,6700,6400,6050,6050,6050,,
3052503650432,0,2300,2300,2200,2100,2100,2100,,
3052503650630,0,2300,2300,2200,2100,2100,2100,,
3052503921334,0,4600,4600,4400,4150,4150,4150,,
3052503920238,0,3000,3000,2850,2700,2700,2700,,
4019674489123,0,10600,10600,10100,9550,9550,9550,,
4019674029640,0,5900,5900,5650,5350,5350,5350,,
3380814056118,0,22500,22500,21400,20250,19150,18000,,
3713791,0,550,550,550,500,500,500,,
8691190873806,0,550,550,550,500,500,500,,
8691190873875,0,550,550,550,500,500,500,,
9835247,0,300,300,300,300,300,300,,
3474630703438,0,4000,4000,3800,3600,3600,3600,,
5901468921003,0,2700,2700,2600,2450,2450,2450,,
4045915011990,0,5900,5900,5650,5350,5350,5350,,
4045915012010,0,5900,5900,5650,5350,5350,5350,,
4045915240451,0,6500,6500,6200,5850,5850,5850,,
4019674483183,0,6900,6900,6600,6250,6250,6250,,
4052136047622,0,4800,4800,4600,4350,4350,4350,,
4051564015616,0,2700,2700,2600,2450,2450,2450,,
4051564016972,0,3900,3900,3750,3550,3550,3550,,
4051564016910,0,3900,3900,3750,3550,3550,3550,,
5902082512387,0,1400,1400,1350,1300,1300,1300,,
5902082518341,0,1950,1950,1900,1800,1800,1800,,
5902082518372,0,1950,1950,1900,1800,1800,1800,,
5907446669288,0,2250,2250,2150,2050,2050,2050,,
4019674303993,0,2100,2100,2000,1900,1900,1900,,
4019674406601,0,7900,7900,7550,7150,7150,7150,,
4019674124895,0,4900,4900,4700,4450,4450,4450,,
4019674124628,0,4900,4900,4700,4450,4450,4450,,
4019674124185,0,4900,4900,4700,4450,4450,4450,,
4019674028032,0,2900,2900,2800,2650,2650,2650,,
4019674027035,0,2900,2900,2800,2650,2650,2650,,
4019674027165,0,2900,2900,2800,2650,2650,2650,,
4019674027912,0,2900,2900,2800,2650,2650,2650,,
4019674027974,0,2900,2900,2800,2650,2650,2650,,
4019674131886,0,4900,4900,4700,4450,4450,4450,,
4019674139110,0,4400,4400,4200,4000,4000,4000,,
4019674139332,0,4400,4400,4200,4000,4000,4000,,
3380814214013,0,15500,15500,14750,13950,13200,12400,,
3380814215010,0,14900,14900,14200,13450,12700,11950,,
3380814419012,0,12000,12000,11400,10800,10200,9600,,
3380814420711,0,12000,12000,11400,10800,10200,9600,,
3380814019717,0,25700,25700,24450,23150,21850,20600,,
3380810336139,0,23700,23700,22550,21350,20150,19000,,
3380814204014,0,9300,9300,8850,8400,7950,7450,,
5907609336712,0,,,,,,,,
4019674197127,0,3600,3600,3450,3250,3250,3250,,
4019674004302,0,6400,6400,6100,5800,5800,5800,,
4019674306383,0,2100,2100,2000,1900,1900,1900,,
4045915226103,0,4900,4900,4700,4450,4450,4450,,
4052136000559,0,2100,2100,2000,1900,1900,1900,,
4019674002445,0,2950,2950,2850,2700,2700,2700,,
3380814219216,0,23900,23900,22750,21550,20350,19150,,
3052503560403,0,5400,5400,5150,4900,4900,4900,,
3052503827605,0,3600,3600,3450,3250,3250,3250,,
4052136000429,0,5500,5500,5250,4950,4950,4950,,
4052136000450,0,5500,5500,5250,4950,4950,4950,,
5901609316387,0,,,,,,,,
5901964014209,0,,,,,,,,
5907609305152,0,,,,,,,,
5901964016463,0,,,,,,,,
5901964016364,0,,,,,,,,
5907609316585,0,,,,,,,,
5907609316899,0,,,,,,,,
5907609339188,0,,,,,,,,
4019674202012,0,4500,4500,4300,4050,4050,4050,,
079625012132,0,3000,3000,2850,2700,2700,2700,,
5907609327826,0,,,,,,,,
4052136001709,0,3900,3900,3750,3550,3550,3550,,
4045915235631,0,4600,4600,4400,4150,4150,4150,,
4045915235808,0,4600,4600,4400,4150,4150,4150,,
4045915251020,0,4900,4900,4700,4450,4450,4450,,
4045915251105,0,4900,4900,4700,4450,4450,4450,,
4019674305140,0,2100,2100,2000,1900,1900,1900,,
6935168795663,0,950,950,950,900,900,900,,
4045915401104,0,4900,4900,4700,4450,4450,4450,,
4019674282014,0,850,850,850,800,800,800,,
4019674032350,0,2100,2100,2000,1900,1900,1900,,
4019674023501,0,4400,4400,4200,4000,4000,4000,,
4607174430839,8,3100,2950,2950,2800,2800,2800,,
4607174430228,0,2600,2600,2500,2350,2350,2350,,
4607174430235,0,2600,2600,2500,2350,2350,2350,,
4607174430259,1,2400,2300,2300,2200,2200,2200,,
4607174430266,0,2350,2350,2250,2150,2150,2150,,
4607174430679,0,7200,7200,6850,6500,6500,6500,,
4607174430600,8,6600,6300,6300,5950,5950,5950,,
4607174430709,17,4450,4250,4250,4050,4050,4050,,
4607174430617,7,4500,4300,4300,4050,4050,4050,,
4607174430662,9,4000,3800,3800,3600,3600,3600,,
4607174430693,8,3800,3650,3650,3450,3450,3450,,
4607174430716,1,4000,3800,3800,3600,3600,3600,,
5201641689547,0,2000,2000,1900,1800,1800,1800,,
5201641689561,0,2000,2000,1900,1800,1800,1800,,
5201641689578,0,2000,2000,1900,1800,1800,1800,,
5201641697641,0,500,500,500,450,450,450,,
5201641689226,0,500,500,500,450,450,450,,
4052136065565,0,600,600,600,550,550,550,,
4052136068962,0,10600,10600,10100,9550,9550,9550,,
4052136068979,0,7900,7900,7550,7150,7150,7150,,
4052136066753,0,2100,2100,2000,1900,1900,1900,,
4052136070576,0,9500,9500,9050,8550,8550,8550,,
8691190121358,0,1250,1250,1200,1150,1150,1150,,
8691190070861,0,,,,,,,,
8691190694876,0,1050,1050,1000,950,950,950,,
8691190369828,0,1050,1050,1000,950,950,950,,
8691190369835,0,1050,1050,1000,950,950,950,,
8691190369842,0,1050,1050,1000,950,950,950,,
8691190517649,0,1150,1150,1100,1050,1050,1050,,
8691190517656,0,1150,1150,1100,1050,1050,1050,,
8691190517670,0,1150,1150,1100,1050,1050,1050,,
8691190157098,0,2300,2300,2200,2100,2100,2100,,
8691190842277,0,900,900,900,850,850,850,,
8691190842321,0,900,900,900,850,850,850,,
8691190842376,0,900,900,900,850,850,850,,
8691190842420,0,900,900,900,850,850,850,,
8691190842437,0,900,900,900,850,850,850,,
8691190722029,0,2700,2700,2600,2450,2450,2450,,
6930446024503,0,2850,2850,2750,2600,2600,2600,,
18153,0,600,600,600,550,550,550,,
5902026632652,1,3000,2850,2850,2700,2700,2700,,
8691190891473,0,1000,1000,950,900,900,900,,
8691190891510,0,1000,1000,950,900,900,900,,
8691190891602,0,1000,1000,950,900,900,900,,
8691190891619,0,1000,1000,950,900,900,900,,
8690604054725,0,1650,1650,1600,1500,1500,1500,,
8690604028603,0,1650,1650,1600,1500,1500,1500,,
8690604028627,0,1650,1650,1600,1500,1500,1500,,
8690604033232,0,1650,1650,1600,1500,1500,1500,,
8690604033676,0,1650,1650,1600,1500,1500,1500,,
8690604055029,0,1650,1650,1600,1500,1500,1500,,
8690604085682,0,1650,1650,1600,1500,1500,1500,,
8690604085699,0,1650,1650,1600,1500,1500,1500,,
8690604092819,0,1500,1500,1450,1350,1350,1350,,
8690604092833,0,1500,1500,1450,1350,1350,1350,,
8690604092857,0,1500,1500,1450,1350,1350,1350,,
8690604092864,0,1400,1400,1350,1300,1300,1300,,
8690604038589,0,1400,1400,1350,1300,1300,1300,,
8690604241354,0,1400,1400,1350,1300,1300,1300,,
8690604233564,0,6200,6200,5900,5600,5600,5600,,
8690604330003,4,1400,1350,1350,1300,1300,1300,,
8690604249046,0,3500,3500,3350,3150,3150,3150,,
8690604111053,0,950,950,950,900,900,900,,
8690604111114,0,950,950,950,900,900,900,,
8690604111169,0,950,950,950,900,900,900,,
8690604111206,0,950,950,950,900,900,900,,
8690604127658,0,950,950,950,900,900,900,,
8690604127665,0,950,950,950,900,900,900,,
8690604109067,0,950,950,950,900,900,900,,
8690604109074,0,900,900,900,850,850,850,,
8690604109166,0,950,950,950,900,900,900,,
3380814700714,0,14900,14900,14200,13450,12700,11950,,
8411061714805,0,13000,13000,12350,11700,11050,10400,,
4712826219646,0,800,800,800,750,750,750,,
4712826220796,0,1550,1550,1500,1400,1400,1400,,
4710945586748,0,1300,1300,1250,1200,1200,1200,,
4710945586700,0,1300,1300,1250,1200,1200,1200,,
4607174430969,0,2350,2350,2250,2150,2150,2150,,
4607174430389,0,5250,5250,5000,4750,4750,4750,,
4607174430303,0,1700,1700,1650,1550,1550,1550,,
4607174430273,0,1700,1700,1650,1550,1550,1550,,
4607174430457,3,3800,3650,3650,3450,3450,3450,,
4607174430433,2,3750,3600,3600,3400,3400,3400,,
4607174430426,2,3800,3650,3650,3450,3450,3450,,
4607174430341,8,3850,3700,3700,3500,3500,3500,,
4607174430532,0,3150,3150,3000,2850,2850,2850,,
4607174431133,0,6300,6300,6000,5700,5700,5700,,
4607174431140,0,5500,5500,5250,4950,4950,4950,,
4607174431119,0,5500,5500,5250,4950,4950,4950,,
4607174431171,0,5500,5500,5250,4950,4950,4950,,
4607174431355,0,7200,7200,6850,6500,6500,6500,,
4607174430891,1,2300,2200,2200,2100,2100,2100,,
5201641694411,0,2600,2600,2500,2350,2350,2350,,
5201641694428,0,2600,2600,2500,2350,2350,2350,,
5201641694435,0,2600,2600,2500,2350,2350,2350,,
5201641689592,0,2000,2000,1900,1800,1800,1800,,
5201641689646,0,500,500,500,450,450,450,,
5201641697610,0,500,500,500,450,450,450,,
5201641697627,0,2000,2000,1900,1800,1800,1800,,
5201641706046,0,500,500,500,450,450,450,,
5201641706060,2,500,500,500,450,450,450,,
5201641689103,0,500,500,500,450,450,450,,
4627089432131,8,2600,2500,2500,2350,2350,2350,,
4627089432155,10,2600,2500,2500,2350,2350,2350,,
4052136063929,0,900,900,900,850,850,850,,
4052136070590,0,9500,9500,9050,8550,8550,8550,,
4052136070606,0,9500,9500,9050,8550,8550,8550,,
4051564021365,0,5200,5200,4950,4700,4700,4700,,
4051564021396,0,5200,5200,4950,4700,4700,4700,,
8691190070878,0,1300,1300,1250,1200,1200,1200,,
8691190694845,0,1050,1050,1000,950,950,950,,
8691190694852,0,1050,1050,1000,950,950,950,,
8691190694869,0,1050,1050,1000,950,950,950,,
8691190121419,0,3300,3300,3150,3000,3000,3000,,
8691190517625,0,1150,1150,1100,1050,1050,1050,,
8691190842116,0,900,900,900,850,850,850,,
8691190842147,0,900,900,900,850,850,850,,
8691190842208,0,900,900,900,850,850,850,,
8691190842253,0,900,900,900,850,850,850,,
8691190842444,0,900,900,900,850,850,850,,
8691190842390,0,900,900,900,850,850,850,,
8691190601010,0,2400,2400,2300,2200,2200,2200,,
8691190741105,0,3000,3000,2850,2700,2700,2700,,
983390,0,,,,,,,,
9832108,0,,,,,,,,
8691190891343,0,1000,1000,950,900,900,900,,
8691190891381,0,1000,1000,950,900,900,900,,
8691190891671,0,1000,1000,950,900,900,900,,
8057014299946,1,12000,6000,6000,6000,6000,6000,,
8057014294569,0,10000,5000,5000,5000,5000,5000,,
8057014294620,0,10000,10000,9500,9000,8500,8000,,
5201641653098,0,3500,3500,3350,3150,3150,3150,,
4800000123626,0,,,,,,,,
4800000123169,0,500,500,500,450,450,450,,
4800000123084,2,500,500,500,450,450,450,,
4800000124135,1,500,500,500,450,450,450,,
4800000122452,0,2200,2200,2100,2000,2000,2000,,
4800000122698,0,500,500,500,450,450,450,,
4800000122742,0,2200,2200,2100,2000,2000,2000,,
5201641681718,0,500,500,500,450,450,450,,
5201641701171,0,700,700,700,650,650,650,,
5201641702338,0,700,700,700,650,650,650,,
4019674032893,0,2100,2100,2000,1900,1900,1900,,
4019674303115,0,2100,2100,2000,1900,1900,1900,,
4019674303610,0,2100,2100,2000,1900,1900,1900,,
4019674303726,0,2100,2100,2000,1900,1900,1900,,
4019674303962,0,2100,2100,2000,1900,1900,1900,,
4019674305034,0,2100,2100,2000,1900,1900,1900,,
4019674124574,0,4900,4900,4700,4450,4450,4450,,
4019674124642,0,4900,4900,4700,4450,4450,4450,,
4019674124369,0,4900,4900,4700,4450,4450,4450,,
4019674028025,0,2900,2900,2800,2650,2650,2650,,
4019674026908,0,2900,2900,2800,2650,2650,2650,,
4019674027196,0,2900,2900,2800,2650,2650,2650,,
4019674027509,0,2900,2900,2800,2650,2650,2650,,
4019674027752,0,2900,2900,2800,2650,2650,2650,,
4019674027967,0,2900,2900,2800,2650,2650,2650,,
4019674184189,0,2900,2900,2800,2650,2650,2650,,
4019674139271,0,4400,4400,4200,4000,4000,4000,,
3380814207114,0,9300,9300,8850,8400,7950,7450,,
3380814420810,0,12000,12000,11400,10800,10200,9600,,
3380814410811,0,11400,11400,10850,10300,9700,9150,,
3380814413515,0,11400,11400,10850,10300,9700,9150,,
3380814413812,0,11400,11400,10850,10300,9700,9150,,
3380810336108,0,23700,23700,22550,21350,20150,19000,,
3380810336153,0,23700,23700,22550,21350,20150,19000,,
3380814013715,0,25200,25200,23950,22700,21450,20200,,
5907609336682,0,1500,1500,1450,1350,1350,1350,,
4019674514962,0,2950,2950,2850,2700,2700,2700,,
4019674004289,0,4900,4900,4700,4450,4450,4450,,
1205614270019,0,2550,2550,2450,2300,2300,2300,,
4052136000566,0,2100,2100,2000,1900,1900,1900,,
4052136000672,0,2950,2950,2850,2700,2700,2700,,
3380814024315,0,24900,24900,23700,22450,21200,19950,,
3052503664101,0,4700,4700,4500,4250,4250,4250,,
4052136000443,0,5500,5500,5250,4950,4950,4950,,
5901964014124,0,,,,,,,,
5901964014223,0,,,,,,,,
5901964016425,0,,,,,,,,
5907609310033,0,,,,,,,,
8690604560561,0,900,900,900,850,850,850,,
4607111443878,0,0,01,0,01,0,01,0,01,0,01,0,01,,
4260172565264,0,0,01,0,01,0,01,0,01,0,01,0,01,,
8690604560592,0,900,900,900,850,850,850,,
8690604560585,0,850,850,850,800,800,800,,
4690214414746,0,0,01,0,01,0,01,0,01,0,01,0,01,,
8690604560608,0,850,850,850,800,800,800,,
8690604564392,0,2200,2200,2100,2000,2000,2000,,
5902082530992,0,3300,3300,3150,3000,3000,3000,,
5902082513803,0,2200,2200,2100,2000,2000,2000,,
5902082513810,0,2200,2200,2100,2000,2000,2000,,
5902082530435,0,2250,2250,2150,2050,2050,2050,,
5902082530459,0,2250,2250,2150,2050,2050,2050,,
5902082531005,0,3300,3300,3150,3000,3000,3000,,
5902082513827,0,2200,2200,2100,2000,2000,2000,,
5902082525394,0,1950,1950,1900,1800,1800,1800,,
5902082525417,0,1950,1950,1900,1800,1800,1800,,
5902082525448,0,1950,1950,1900,1800,1800,1800,,
5907619820768,0,3500,3500,3350,3150,3150,3150,,
5902026660396,0,1950,1950,1900,1800,1800,1800,,
5902026660402,0,1950,1950,1900,1800,1800,1800,,
8690604572038,0,3000,3000,2850,2700,2700,2700,,
8690604572045,0,3000,3000,2850,2700,2700,2700,,
8690604572069,0,3000,3000,2850,2700,2700,2700,,
8054382999645,0,0,01,0,01,0,01,0,01,0,01,0,01,,
8054382995944,0,0,01,0,01,0,01,0,01,0,01,0,01,,
8054382998792,0,0,01,0,01,0,01,0,01,0,01,0,01,,
8054382998808,11,8350,5850,5850,5850,5850,5850,,
8054382998839,11,8350,5850,5850,5850,5850,5850,,
8054382998853,0,0,01,0,01,0,01,0,01,0,01,0,01,,
8054382991731,0,0,01,0,01,0,01,0,01,0,01,0,01,,
8057014292459,0,0,01,0,01,0,01,0,01,0,01,0,01,,
8057014292756,28,9400,8500,8500,8500,8000,7550,,
4052136000481,0,2100,2100,2000,1900,1900,1900,,
4052136000504,0,2100,2100,2000,1900,1900,1900,,
4052136000467,0,5500,5500,5250,4950,4950,4950,,
4045915263412,0,4300,4300,4100,3900,3900,3900,,
4045915239356,0,4100,4100,3900,3700,3700,3700,,
4045915239509,0,4100,4100,3900,3700,3700,3700,,
4045915254052,0,6900,6900,6600,6250,6250,6250,,
016401012269,0,2100,2100,2000,1900,1900,1900,,
016401111948,0,1400,1400,1350,1300,1300,1300,,
4045915269230,0,4900,4900,4700,4450,4450,4450,,
4045915269285,0,7900,7900,7550,7150,7150,7150,,
016401111849,0,1400,1400,1350,1300,1300,1300,,
016401111443,0,1400,1400,1350,1300,1300,1300,,
016401111603,0,1400,1400,1350,1300,1300,1300,,
016401111320,0,1400,1400,1350,1300,1300,1300,,
016401111139,0,1400,1400,1350,1300,1300,1300,,
5907609327864,0,,,,,,,,
5907609327857,0,,,,,,,,
5907609322821,0,700,700,700,650,650,650,,
5907609334053,0,,,,,,,,
5907609333704,0,900,900,900,850,850,850,,
5907609341037,0,,,,,,,,
5907609333865,0,,,,,,,,
5907609337191,0,1500,1500,1450,1350,1350,1350,,
4710945589022,0,1200,1200,1150,1100,1100,1100,,
4712826220901,0,950,950,950,900,900,900,,
8690604148660,0,3400,3400,3250,3100,3100,3100,,
8690604131204,4,3800,3650,3650,3450,3450,3450,,
8690604178612,2,3800,3650,3650,3450,3450,3450,,
8690604211739,0,2600,2600,2500,2350,2350,2350,,
8690604008933,0,1700,1700,1650,1550,1550,1550,,
8690604098255,3,4000,3800,3800,3600,3600,3600,,
8690604098279,6,4000,3800,3800,3600,3600,3600,,
8690604098323,3,4000,3800,3800,3600,3600,3600,,
8690604248056,0,4000,4000,3800,3600,3600,3600,,
8690604085903,5,4000,3800,3800,3600,3600,3600,,
8690604085927,3,4000,3800,3800,3600,3600,3600,,
8690604085941,0,4000,4000,3800,3600,3600,3600,,
8690604247837,0,4000,4000,3800,3600,3600,3600,,
8690604365708,4,4000,3800,3800,3600,3600,3600,,
8690604189526,0,4250,4250,4050,3850,3850,3850,,
8690604110643,0,1800,1750,1750,1650,1650,1650,,
8690604110728,0,2600,2500,2500,2350,2350,2350,,
8691190891336,0,1000,1000,950,900,900,900,,
8691190891497,0,1000,1000,950,900,900,900,,
8691190891654,0,1000,1000,950,900,900,900,,
8691190891688,0,1000,1000,950,900,900,900,,
3474636493364,0,4300,4300,4100,3900,3900,3900,,
8690604054633,0,1650,1650,1600,1500,1500,1500,,
8690604054640,0,1650,1650,1600,1500,1500,1500,,
8690604054688,0,1650,1650,1600,1500,1500,1500,,
8690604054701,0,1650,1650,1600,1500,1500,1500,,
8690604033331,0,1650,1650,1600,1500,1500,1500,,
8690604033355,0,1650,1650,1600,1500,1500,1500,,
8690604054992,0,1650,1650,1600,1500,1500,1500,,
8690604085705,0,1650,1650,1600,1500,1500,1500,,
8690604051571,0,3650,3650,3500,3300,3300,3300,,
8690604145744,0,3650,3650,3500,3300,3300,3300,,
8690604092901,0,1500,1500,1450,1350,1350,1350,,
8690604092925,0,1500,1500,1450,1350,1350,1350,,
8690604038480,0,1400,1400,1350,1300,1300,1300,,
8690604038701,0,1400,1400,1350,1300,1300,1300,,
8690604038787,0,1400,1400,1350,1300,1300,1300,,
8690604241439,0,1400,1400,1350,1300,1300,1300,,
8690604249053,9,3700,3550,3550,3350,3350,3350,,
8690604249077,9,3700,3550,3550,3350,3350,3350,,
8690604111015,0,950,950,950,900,900,900,,
8690604392056,0,950,950,950,900,900,900,,
8690604111275,0,950,950,950,900,900,900,,
8690604392100,0,950,950,950,900,900,900,,
